3b - Labour force participation rate for persons aged 15+  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2015,Female,43.46,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2015,Male,67.41,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2015,Both sexes,55.38,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2016,Female,42.31,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2016,Male,67.58,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2016,Both sexes,54.89,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2017,Female,42.72,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2017,Male,67.66,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,807,North Macedonia,2017,Both sexes,55.13,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1999,Female,53.79,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1999,Male,70.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1999,Both sexes,61.67,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2003,Female,54.55,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2003,Male,69.69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2003,Both sexes,61.88,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2008,Female,55.97,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2008,Male,69.97,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2008,Both sexes,62.76,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Female,54.19,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Male,70.22,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Both sexes,61.91,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,55.4,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Male,69.6,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Both sexes,62.27,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2007,Female,55.69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2007,Male,69.79,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2007,Both sexes,62.52,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2009,Female,56.15,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2009,Male,69.35,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2009,Both sexes,62.56,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2010,Female,56.07,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2010,Male,69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,62.35,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1996,Female,52.89,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1996,Male,70.96,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1996,Both sexes,61.69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1998,Female,53.33,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1998,Male,70.63,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,1998,Both sexes,61.76,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2001,Female,54.08,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
